,play_name,act,scene,character,cue_num,cue
43,princessedelide,1,1,arbate,1,"Ce silence rêveur dont la sombre habitude
Vous fait à tous moments chercher la solitude,
Ces longs soupirs que laisse échapper votre cœur,
Et ces fixes regards si chargés de langueur,
Disent beaucoup sans doute à des gens de mon âge ;
Et je pense, Seigneur, entendre ce langage :
Mais sans votre congé de peur de trop risquer,
Je n’ose m’enhardir jusques à l’expliquer."
44,princessedelide,1,1,euryale,2,"Explique, explique Arbate, avec toute licence
Ces soupirs, ces regards, et ce morne silence :
Je te permets ici de dire que l’Amour
M’a rangé sous ses lois, et me brave à son tour :
Et je consens encor que tu me fasses honte
Des faiblesses d’un cœur qui souffre qu’on le dompte."
45,princessedelide,1,1,arbate,3,"Moi vous blâmer, Seigneur, des tendres mouvements,
Où je vois qu’aujourd’hui penchent vos sentiments ;
Le chagrin des vieux jours ne peut aigrir mon âme
Contre les doux transports de l’amoureuse flamme,
Et bien que mon sort touche à ses derniers Soleils,
Je dirai que l’Amour sied bien à vos pareils :
Que ce tribut qu’on rend aux traits d’un beau visage
De la beauté d’une âme est un clair témoignage,
Et qu’il est malaisé que sans être amoureux
Un jeune Prince soit et grand et généreux :
C’est une qualité que j’aime en un Monarque,
La tendresse de cœur est une grande marque,
Et je crois que d’un Prince on peut tout présumer
Dès qu’on voit que son âme est capable d’aimer.
Oui cette passion de toutes la plus belle
Traîne dans un esprit cent vertus après elle,
Aux nobles actions elle pousse les cœurs,
Et tous les grands Héros ont senti ses ardeurs ;
Devant mes yeux, Seigneur, a passé votre enfance,
Et j’ai de vos vertus vu fleurir l’espérance ;
Mes regards observaient en vous des qualités
Où je reconnaissais le sang dont vous sortez ;
J’y découvrais un fonds d’esprit et de lumière,
Je vous trouvais bien fait, l’air grand, et l’âme fière ;
Votre cœur, votre adresse éclataient chaque jour :
Mais je m’inquiétais de ne voir point d’amour,
Et puisque les langueurs d’une plaie invincible
Nous montrent que votre âme à ses traits est sensible,
Je triomphe, et mon cœur d’allégresse rempli
Vous regarde à présent comme un Prince accompli."
46,princessedelide,1,1,euryale,4,"Si de l’Amour un temps j’ai bravé la puissance,
Hélas ! mon cher Arbate, il en prend bien vengeance !
Et sachant dans quels maux mon cœur s’est abîmé,
Toi-même, tu voudrais qu’il n’eût jamais aimé :
Car enfin vois le sort où mon Astre me guide,
J’aime, j’aime ardemment la Princesse d’Élide,
Et tu sais quel orgueil sous des traits si charmants
Arme contre l’Amour ses jeunes sentiments ;
Et comment elle fuit en cette illustre Fête
Cette foule d’amants qui briguent sa conquête.
Ah ! Qu’il est bien peu vrai que ce qu’on doit aimer
Aussitôt qu’on le voit prend droit de nous charmer,
Et qu’un premier coup d’œil allume en nous les flammes
Où le Ciel en naissant a destiné nos âmes.
À mon retour d’Argos je passai dans ces lieux,
Et ce passage offrit la Princesse à mes yeux ;
Je vis tous les appas dont elle est revêtue
Mais de l’œil dont on voit une belle Statue :
Leur brillante jeunesse observée à loisir
Ne porta dans mon âme aucun secret désir,
Et d’Ithaque en repos je revis le rivage
Sans m’en être en deux ans rappelé nulle Image :
Un bruit vient cependant à répandre à ma Cour
Le célèbre mépris qu’elle fait de l’Amour ;
On publie en tous lieux que son âme hautaine
Garde pour l’Hyménée une invincible haine,
Et qu’un Arc à la main, sur l’épaule un Carquois,
Comme une autre Diane elle hante les bois,
N’aime rien que la Chasse, et de toute la Grèce
Fait soupirer en vain l’héroïque jeunesse.
Admire nos esprits, et la fatalité,
Ce que n’avait point fait sa vue et sa beauté,
Le bruit de ses fiertés en mon âme fit naître
Un transport inconnu, dont je ne fus point maître ;
Ce dédain si fameux eut des charmes secrets
À me faire avec soin rappeler tous ses traits,
Et mon esprit jetant de nouveaux yeux sur elle
M’en refit une image et si noble, et si belle ;
Me peignit tant de gloire, et de telles douceurs
À pouvoir triompher de toutes ses froideurs,
Que mon cœur aux brillants d’une telle victoire
Vit de sa liberté s’évanouir la gloire ;
Contre une telle amorce il eut beau s’indigner,
Sa douceur sur mes sens prit tel droit de régner,
Qu’entraîné par l’effort d’une occulte puissance
J’ai d’Ithaque en ces lieux fait voile en diligence,
Et je couvre un effet de mes vœux enflammés
Du désir de paraître à ses Jeux renommés,
Où l’illustre Iphitas, Père de la Princesse,
Assemble la plupart des Princes de la Grèce."
47,princessedelide,1,1,arbate,5,"Mais à quoi bon, Seigneur, les soins que vous prenez ?
Et pourquoi ce secret où vous vous obstinez ?
Vous aimez, dites-vous, cette illustre Princesse,
Et venez à ses yeux signaler votre adresse,
Et nuls empressements, paroles, ni soupirs
Ne l’ont instruite encor de vos brûlants désirs.
Pour moi je n’entends rien à cette politique
Qui ne veut point souffrir que votre cœur s’explique,
Et je ne sais quel fruit peut prétendre un amour
Qui fuit tous les moyens de se produire au jour."
48,princessedelide,1,1,euryale,6,"Et que ferai-je, Arbate, en déclarant ma peine,
Qu’attirer les dédains de cette âme hautaine ?
Et me jeter au rang de ces Princes soumis
Que le titre d’amants lui peint en ennemis ?
Tu vois les Souverains de Messène et de Pyle
Lui faire de leurs cœurs un hommage inutile,
Et de l’éclat pompeux des plus hautes vertus
En appuyer en vain les respects assidus :
Ce rebut de leurs soins, sous un triste silence,
Retient de mon amour toute la violence ;
Je me tiens condamné dans ces Rivaux fameux,
Et je lis mon arrêt au mépris qu’on fait d’eux."
49,princessedelide,1,1,arbate,7,"Et c’est dans ce mépris, et dans cette humeur fière
Que votre âme à ses vœux doit voir plus de lumière,
Puisque le sort vous donne à conquérir un cœur
Que défend seulement une jeune froideur,
Et qui n’impose point à l’ardeur qui vous presse
De quelque attachement l’invincible tendresse :
Un cœur préoccupé résiste puissamment ;
Mais quand une âme est libre, on la force aisément,
Et toute la fierté de son indifférence
N’a rien dont ne triomphe un peu de patience.
Ne lui cachez donc plus le pouvoir de ses yeux,
Faites de votre flamme un éclat glorieux,
Et bien loin de trembler de l’exemple des autres,
Du rebut de leurs vœux enflez l’espoir des vôtres :
Peut-être pour toucher ses sévères appas,
Aurez-vous des secrets que ces Princes n’ont pas ;
Et si de ses fiertés l’impérieux caprice
Ne vous fait éprouver un destin plus propice,
Au moins est-ce un bonheur en ces extrémités
Que de voir avec soi ses Rivaux rebutés."
50,princessedelide,1,1,euryale,8,"J’aime à te voir presser cet aveu de ma flamme,
Combattant mes raisons tu chatouilles mon âme,
Et par ce que j’ai dit je voulais pressentir
Si de ce que j’ai fait tu pourrais m’applaudir :
Car, enfin, puisqu’il faut t’en faire confidence,
On doit à la Princesse expliquer mon silence,
Et peut-être au moment que je t’en parle ici
Le secret de mon cœur, Arbate, est éclairci.
Cette Chasse, où pour fuir la foule qui l’adore,
Tu sais qu’elle est allée au lever de l’Aurore,
Est le temps que Moron pour déclarer mon feu,
A pris..."
51,princessedelide,1,1,arbate,9,"Moron, Seigneur."
52,princessedelide,1,1,euryale,10,"Ce choix t’étonne un peu ;
Par son titre de fou tu crois le bien connaître,
Mais sache qu’il l’est moins qu’il ne le veut paraître,
Et que malgré l’emploi qu’il exerce aujourd’hui
Il a plus de bon sens que tel qui rit de lui :
La Princesse se plaît à ses bouffonneries,
Il s’en est fait aimer par cent plaisanteries,
Et peut dans cet accès dire et persuader
Ce que d’autres que lui n’oseraient hasarder ;
Je le vois propre, enfin, à ce que j’en souhaite,
Il a pour moi, dit-il, une amitié parfaite,
Et veut (dans mes États ayant reçu le jour)
Contre tous mes Rivaux appuyer mon amour :
Quelque argent mis en main pour soutenir ce zèle..."
53,princessedelide,1,2,moron,1,Au secours ! sauvez-moi de la bête cruelle !
54,princessedelide,1,2,euryale,2,Je pense ouïr sa voix ?
55,princessedelide,1,2,moron,3,"À moi, de grâce, à moi !"
56,princessedelide,1,2,euryale,4,"C’est lui-même, où court-il avec un tel effroi ?"
57,princessedelide,1,2,moron,5,"Où pourrai-je éviter ce Sanglier redoutable ?
Grands Dieux ! préservez-moi de sa dent effroyable !
Je vous promets, pourvu qu’il ne m’attrape pas,
Quatre livres d’encens, et deux veaux des plus gras.
Ha ! je suis mort !"
58,princessedelide,1,2,euryale,6,Qu’as-tu ?
59,princessedelide,1,2,moron,7,"Je vous croyais la bête
Dont à me diffamer j’ai vu la gueule prête,
Seigneur, et je ne puis revenir de ma peur."
60,princessedelide,1,2,euryale,8,Qu’est-ce ?
61,princessedelide,1,2,moron,9,"Ô ! que la Princesse est d’une étrange humeur !
Et qu’à suivre la Chasse et ses extravagances
Il nous faut essuyer de sottes complaisances !
Quel Diable de plaisir trouvent tous les Chasseurs
De se voir exposés à mille et mille peurs,
Encore si c’était qu’on ne fût qu’à la Chasse
Des Lièvres, des Lapins, et des jeunes Daims, passe ;
Ce sont des animaux d’un naturel fort doux,
Et qui prennent toujours la fuite devant nous :
Mais aller attaquer de ces bêtes vilaines
Qui n’ont aucun respect pour les faces humaines,
Et qui courent les gens qui les veulent courir,
C’est un sot passe-temps que je ne puis souffrir."
62,princessedelide,1,2,euryale,10,Dis-nous donc ce que c’est ?
63,princessedelide,1,2,moron,11,"Le pénible exercice
Où de notre Princesse a volé le caprice !...
J’en aurais bien juré qu’elle aurait fait le tour,
Et la Course des Chars se faisant en ce jour,
Il fallait affecter ce contretemps de Chasse
Pour mépriser ses jeux avec meilleure grâce,
Et faire voir... Mais chut, achevons mon récit,
Et reprenons le fil de ce que j’avais dit.
Qu’ai-je dit ?"
64,princessedelide,1,2,euryale,12,Tu parlais d’exercice pénible.
65,princessedelide,1,2,moron,13,"Ah ! oui, succombant donc à ce travail horrible ;
Car en Chasseur fameux j’étais enharnaché,
Et dès le point du jour je m’étais découché :
Je me suis écarté de tous en galant homme
Et trouvant un lieu propre à dormir d’un bon somme
J’essayais ma posture, et m’ajustant bientôt,
Prenais déjà mon ton pour ronfler comme il faut
Lorsqu’un murmure affreux m’a fait lever la vue,
Et j’ai d’un vieux buisson de la forêt touffue
Vu sortir un Sanglier d’une énorme grandeur
Pour..."
66,princessedelide,1,2,euryale,14,Qu’est-ce ?
67,princessedelide,1,2,moron,15,"Ce n’est rien, n’ayez point de frayeur !
Mais laissez-moi passer entre vous deux pour cause,
Je serai mieux en main pour vous conter la chose :
J’ai donc vu ce Sanglier, qui par nos gens chassé
Avait d’un air affreux tout son poil hérissé ;
Ces deux yeux flamboyants ne lançaient que menace,
Et sa gueule faisait une laide grimace,
Qui parmi de l’écume à qui l’osait presser
Montrait de certains crocs... Je vous laisse à penser !
À ce terrible aspect j’ai ramassé mes armes ;
Mais le faux animal sans en prendre d’alarmes
Est venu droit à moi, qui ne lui disais mot."
68,princessedelide,1,2,arbate,16,Et tu l’as de pied ferme attendu ?
69,princessedelide,1,2,moron,17,"Quelque sot,
J’ai jeté tout par terre, et couru comme quatre."
70,princessedelide,1,2,arbate,18,"Fuir devant un Sanglier ayant de quoi l’abattre,
Ce trait, Moron, n’est pas généreux..."
71,princessedelide,1,2,moron,19,"J’y consens,
Il n’est pas généreux, mais il est de bon sens."
72,princessedelide,1,2,arbate,20,"Mais par quelques exploits, si l’on ne s’éternise..."
73,princessedelide,1,2,moron,21,"Je suis votre valet, et j’aime mieux qu’on dise,
C’est ici qu’en fuyant sans se faire prier
Moron sauva ses jours des fureurs d’un Sanglier,
Que si l’on y disait, voilà l’illustre place
Où le brave Moron, d’une héroïque audace,
Affrontant d’un Sanglier l’impétueux effort,
Par un coup de ses dents vit terminer son sort."
74,princessedelide,1,2,euryale,22,Fort bien...
75,princessedelide,1,2,moron,23,"Oui, j’aime mieux, n’en déplaise à la gloire,
Vivre au monde deux jours que mille ans dans l’histoire."
76,princessedelide,1,2,euryale,24,"En effet ton trépas fâcherait tes amis ;
Mais si de ta frayeur ton esprit est remis
Puis-je te demander si du feu qui me brûle..."
77,princessedelide,1,2,moron,25,"Il ne faut point, Seigneur, que je vous dissimule,
Je n’ai rien fait encore, et n’ai point rencontré
De temps pour lui parler qui fût selon mon gré :
L’office de bouffon a des prérogatives ;
Mais souvent on rabat nos libres tentatives :
Le discours de vos feux est un peu délicat,
Et c’est chez la Princesse une affaire d’État ;
Vous savez de quel titre elle se glorifie,
Et qu’elle a dans la tête une Philosophie
Qui déclare la guerre au conjugal lien,
Et vous traite l’Amour de déité de rien :
Pour n’effaroucher point son humeur de tigresse
Il me faut manier la chose avec adresse ;
Car on doit regarder comme l’on parle aux grands,
Et vous êtes parfois d’assez fâcheuses gens.
Laissez-moi doucement conduire cette trame,
Je me sens là pour vous un zèle tout de flamme,
Vous êtes né mon Prince, et quelques autres nœuds
Pourraient contribuer au bien que je vous veux :
Ma mère dans son temps passait pour assez belle,
Et naturellement n’était pas fort cruelle ;
Feu votre Père alors, ce Prince généreux,
Sur la galanterie était fort dangereux,
Et je sais qu’Elpenor, qu’on appelait mon Père,
À cause qu’il était le mari de ma Mère,
Contait pour grand honneur aux Pasteurs d’aujourd’hui
Que le Prince autrefois était venu chez lui,
Et que durant ce temps il avait l’avantage
De se voir salué de tous ceux du village :
Baste, quoi qu’il en soit je veux par mes travaux...
Mais voici la Princesse, et deux de vos Rivaux."
78,princessedelide,1,3,aristomene,1,"Reprochez-vous, Madame, à nos justes alarmes,
Ce péril dont tous deux avons sauvé vos charmes,
J’aurais pensé pour moi qu’abattre sous nos coups
Ce Sanglier qui portait sa fureur jusqu’à vous,
Était une aventure (ignorant votre Chasse)
Dont à nos bons destins nous dussions rendre grâce :
Mais à cette froideur je connais clairement
Que je dois concevoir un autre sentiment,
Et quereller du sort la fatale puissance
Qui me fait avoir part à ce qui vous offense."
79,princessedelide,1,3,theocle,2,"Pour moi je tiens, Madame, à sensible bonheur
L’action où pour vous a volé tout mon cœur,
Et ne puis consentir, malgré votre murmure,
À quereller le sort d’une telle aventure :
D’un objet odieux je sais que tout déplaît ;
Mais dût votre courroux être plus grand qu’il n’est,
C’est extrême plaisir, quand l’amour est extrême,
De pouvoir d’un péril affranchir ce qu’on aime."
80,princessedelide,1,3,princesse-elide,3,"Et pensez-vous, Seigneur, puisqu’il me faut parler,
Qu’il eût en ce péril de quoi tant m’ébranler ?
Que l’Arc, et que le Dard, pour moi si pleins de charmes,
Ne soient entre mes mains que d’inutiles armes ?
Et que je fasse, enfin, mes plus fréquents emplois
De parcourir nos monts, nos plaines et nos bois,
Pour n’oser en chassant concevoir l’espérance
De suffire moi seule à ma propre défense ?
Certes avec le temps j’aurais bien profité
De ces soins assidus dont je fais vanité
S’il fallait que mon bras, dans une telle quête,
Ne pût pas triompher d’une chétive bête ;
Du moins si pour prétendre à de sensibles coups
Le commun de mon sexe est trop mal avec vous,
D’un étage plus haut accordez-moi la gloire,
Et me faites tous deux cette grâce de croire,
Seigneurs, que quel que fût le Sanglier d’aujourd’hui,
J’en ai mis bas, sans vous, de plus méchants que lui."
81,princessedelide,1,3,theocle,4,"Mais, Madame..."
82,princessedelide,1,3,princesse-elide,5,"Hé bien, soit, je vois que votre envie
Est de persuader que je vous dois la vie ;
J’y consens ; oui sans vous c’était fait de mes jours,
Je rends de tout mon cœur grâce à ce grand secours,
Et je vais de ce pas au Prince pour lui dire
Les bontés que pour moi votre amour vous inspire."
83,princessedelide,1,4,moron,1,"Heu ! a-t-on jamais vu de plus farouche esprit ?
De ce vilain Sanglier l’heureux trépas l’aigrit :
Ô comme volontiers j’aurais d’un beau salaire
Récompensé tantôt qui m’en eût su défaire !"
84,princessedelide,1,4,arbate,2,"Je vous vois tout pensif, Seigneur, de ses dédains ;
Mais ils n’ont rien qui doive empêcher vos desseins,
Son heure doit venir, et c’est à vous possible
Qu’est réservé l’honneur de la rendre sensible."
85,princessedelide,1,4,moron,3,"Il faut qu’avant la course elle apprenne vos feux
Et je..."
86,princessedelide,1,4,euryale,4,"Non, ce n’est plus, Moron, ce que je veux ;
Garde-toi de rien dire, et me laisse un peu faire,
J’ai résolu de prendre un chemin tout contraire ;
Je vois trop que son cœur s’obstine à dédaigner
Tous ces profonds respects qui pensent la gagner,
Et le Dieu qui m’engage à soupirer pour elle
M’inspire pour la vaincre une adresse nouvelle :
Oui, c’est lui d’où me vient ce soudain mouvement,
Et j’en attends de lui l’heureux événement."
87,princessedelide,1,4,arbate,5,"Peut-on savoir, Seigneur, par où votre espérance... ?"
88,princessedelide,1,4,euryale,6,"Tu le vas voir, allons, et garde le silence."
89,princessedelide,2,1,moron,1,"Jusqu’au revoir ; pour moi je reste ici, et j’ai une petite conversation à faire avec ces arbres et ces rochers. 
Bois, prés, fontaines, fleurs qui voyez mon teint blême,
Si vous ne le savez, je vous apprends que j’aime ;
Philis est l’objet charmant
Qui tient mon cœur à l’attache,
Et je devins son amant
La voyant traire une Vache.
Ses doigts tout pleins de lait, et plus blancs mille fois
Pressaient les bouts du pis d’une grâce admirable ;
Ouf ! Cette idée est capable
De me réduire aux abois.
Ah ! Philis, Philis, Philis.
Ah ! hem, ah ah ah ! hi hi hi hi. Oh oh oh oh.
Voilà un Écho qui est bouffon ! Hom hom hom,
ha ha ha ha ha.
Uh uh uh. Voilà un Écho qui est Bouffon !"
90,princessedelide,2,2,moron,1,"Ah ! monsieur l’Ours, je suis votre serviteur de tout mon cœur : de grâce épargnez-moi ! je vous assure que je ne vaux rien du tout à manger, je n’ai que la peau et les os, et je vois de certaines gens là-bas qui seraient bien mieux votre affaire. Eh ! eh ! eh ! monseigneur, tout doux s’il vous plaît. Là, là, là, là, ah ! monseigneur que votre altesse est jolie et bien faite ; elle a tout à fait l’air galant et la taille la plus mignonne du monde. Ah beau poil ! belle tête ! beaux yeux brillants et bien fendus ! ah beau petit nez ! belle petite bouche ! petites quenottes jolies ! ah belle gorge ! belles petites menottes ! petits ongles bien faits. À l’aide, au secours, je suis mort, miséricorde, pauvre Moron, ah, mon Dieu ! et vite, à moi, je suis perdu ! Eh, messieurs ayez pitié de moi ! bons messieurs tuez-moi ce vilain animal-là ! Ô Ciel ! daigne les assister. Bon, le voilà qui fuit, le voilà qui s’arrête et qui se jette sur eux. Bon en voilà un qui vient de lui donner un coup dans la gueule. Les voilà tous à l’entour de lui. Courage, ferme, allons mes amis. Bon, poussez fort, encore, ah ! le voilà qui est à terre, c’en est fait il est mort, descendons maintenant pour lui donner cent coups. Serviteur, Messieurs, je vous rends grâce de m’avoir délivré de cette bête, maintenant que vous l’avez tuée je m’en vais l’achever, et en triompher avec vous."
91,princessedelide,2,1,princesse-elide,1,"Oui j’aime à demeurer dans ces paisibles lieux,
On n’y découvre rien qui n’enchante les yeux,
Et de tous nos Palais la savante structure
Cède aux simples beautés qu’y forme la nature :
Ces Arbres, ces Rochers, cette Eau, ces Gazons frais
Ont pour moi des appas à ne lasser jamais."
92,princessedelide,2,1,aglante,2,"Je chéris comme vous ces retraites tranquilles
Où l’on se vient sauver de l’embarras des Villes ;
De mille objets charmants ces lieux sont embellis ;
Et ce qui doit surprendre, est qu’aux portes d’Élis
La douce passion de fuir la multitude
Rencontre une si belle, et vaste solitude :
Mais à vous dire vrai dans ces jours éclatants
Vos retraites ici me semblent hors de temps,
Et c’est fort maltraiter l’appareil magnifique
Que chaque Prince a fait pour la Fête publique :
Ce spectacle pompeux de la Course des Chars
Devrait bien mériter l’honneur de vos regards."
93,princessedelide,2,1,princesse-elide,3,"Quel droit ont-ils chacun d’y vouloir ma présence ?
Et que dois-je après tout à leur magnificence ?
Ce sont soins que produit l’ardeur de m’acquérir,
Et mon cœur est le prix qu’ils veulent tous courir :
Mais quelque espoir qui flatte un projet de la sorte,
Je me tromperai fort si pas un d’eux l’emporte."
94,princessedelide,2,1,cynthie,4,"Jusques à quand ce cœur veut-il s’effaroucher
Des innocents desseins qu’on a de le toucher ?
Et regarde les soins que pour vous on se donne,
Comme autant d’attentats contre votre personne ?
Je sais qu’en défendant le parti de l’Amour
On s’expose chez vous à faire mal sa cour :
Mais ce que par le sang j’ai l’honneur de vous être
S’oppose aux duretés que vous faites paraître,
Et je ne puis nourrir d’un flatteur entretien
Vos résolutions de n’aimer jamais rien.
Est-il rien de plus beau que l’innocente flamme
Qu’un mérite éclatant allume dans une âme ?
Et serait-ce un bonheur de respirer le jour
Si d’entre les mortels on bannissait l’Amour ?
Non, non, tous les plaisirs se goûtent à le suivre,
Et vivre sans aimer n’est pas proprement vivre."
95,princessedelide,2,1,aglante,5,"Pour moi je tiens que cette passion est la plus agréable affaire de la vie, qu’il est nécessaire d’aimer pour vivre heureusement, et que tous les plaisirs sont fades s’il ne s’y mêle un peu d’amour."
96,princessedelide,2,1,princesse-elide,6,"Pouvez-vous bien toutes deux, étant ce que vous êtes, prononcer ces paroles ; et ne devez-vous pas rougir d’appuyer une passion qui n’est qu’erreur, que faiblesse et qu’emportement, et dont tous les désordres ont tant de répugnance avec la gloire de notre sexe. J’en prétends soutenir l’honneur jusqu’au dernier moment de ma vie : Et ne veux point du tout me commettre à ces gens qui sont les esclaves auprès de nous, pour devenir un jour nos Tyrans : Toutes ces larmes, tous ces soupirs, tous ces hommages, tous ces respects sont des embûches qu’on tend à notre cœur, et qui souvent l’engagent à commettre des lâchetés. Pour moi quand je regarde certains exemples, et les bassesses épouvantables où cette passion ravale les personnes sur qui elle étend sa puissance : Je sens tout mon cœur qui s’émeut : et je ne puis souffrir qu’une âme qui fait profession d’un peu de fierté, ne trouve pas une honte horrible à de telles faiblesses."
97,princessedelide,2,1,cynthie,7,"Eh ! Madame, il est de certaines faiblesses qui ne sont point honteuses, et qu’il est beau même d’avoir dans les plus hauts degrés de gloire. J’espère que vous changerez un jour de pensée, et s’il plaît au Ciel nous verrons votre cœur avant qu’il soit peu..."
98,princessedelide,2,1,princesse-elide,8,"Arrêtez, n’achevez pas ce souhait étrange, j’ai une horreur trop invincible pour ces sortes d’abaissements, et si jamais j’étais capable d’y descendre, je serais personne sans doute à ne me le point pardonner."
99,princessedelide,2,1,aglante,9,"Prenez garde ; Madame, l’Amour sait se venger des mépris que l’on fait de lui, et peut-être..."
100,princessedelide,2,1,princesse-elide,10,"Non, non je brave tous ses traits, et le grand pouvoir qu’on lui donne n’est rien qu’une chimère, qu’une excuse des faibles cœurs qui le font invincible pour autoriser leur faiblesse."
101,princessedelide,2,1,cynthie,11,"Mais enfin toute la terre reconnaît sa puissance, et vous voyez que les Dieux même sont assujettis à son empire : On nous fait voir que Jupiter n’a pas aimé pour une fois ; et que Diane même dont vous affectez tant l’exemple n’a pas rougi de pousser des soupirs d’amour."
102,princessedelide,2,1,princesse-elide,12,"Les croyances publiques sont toujours mêlées d’erreur : Les Dieux ne sont point faits comme se les fait le vulgaire, et c’est leur manquer de respect que de leur attribuer les faiblesses des hommes."
103,princessedelide,2,2,aglante,1,"Viens, approche Moron, viens nous aider à défendre l’Amour contre les sentiments de la Princesse."
104,princessedelide,2,2,princesse-elide,2,Voilà votre parti fortifié d’un grand défenseur.
105,princessedelide,2,2,moron,3,"Ma foi, Madame, je crois qu’après mon exemple il n’y a plus rien à dire, et qu’il ne faut plus mettre en doute le pouvoir de l’Amour. J’ai bravé ses armes assez longtemps, et fait de mon drôle comme un autre ; mais enfin ma fierté a baissé l’oreille, et vous avez une traîtresse qui m’a rendu plus doux qu’un Agneau : Après cela, on ne doit plus faire aucun scrupule d’aimer, et puisque j’ai bien passé par là, il peut bien y en passer d’autres."
